Comparação,Sharpe_1,Sharpe_2,Diferença,Estatística_t,P_valor,Significativo_5pct,Significativo_1pct
EW_Returns vs MVO_Returns,1.196733672010922,1.8579040324917981,-0.6611703604808761,-9.19117694713255,3.662141700999655e-09,True,True
MVO_Returns vs ERC_Returns,1.8579040324917981,1.2085536169556723,0.6493504155361258,12.018867274630932,2.1419532814093145e-11,True,True
