Estratégia,Retorno_Anual_pct,Volatilidade_Anual_pct,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_pct,Retorno_Acumulado_pct,Prob_Ganho_pct,Skewness,Kurtosis
EW_Returns,29.83971864560166,19.72010915841121,1.196733672010922,1.104911898040961,-18.880949177035653,73.85049404923461,70.83333333333334,-0.6354558472157519,1.4457718151547687
MVO_Returns,42.44981017774807,19.48960201630216,1.8579040324917981,2.3845974874916718,-14.608684505275177,122.53445891176176,70.83333333333334,-0.30049380051280805,-0.5214703114617434
ERC_Returns,28.7472939098566,18.62333089246973,1.2085536169556723,1.2561940244406027,-18.189925917695405,70.83644303815049,70.83333333333334,-0.739740310037797,1.4259365668837245
