Estrategia,Retorno_Anual_Pct,Volatilidade_Anual_Pct,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_Pct,VaR_5pct_Mensal,CVaR_5pct_Mensal,Skewness,Kurtosis,Hit_Rate_Pct
EW_Returns,29.83971864560166,19.72010915841121,0.3454672538418976,0.3189605908823846,-18.880949177035653,-5.244478760508762,-9.34268768368912,-0.5950295339463666,0.921646223654788,70.83333333333334
MVO_Returns,42.450087276186245,19.489751129835604,0.5363306975295972,0.6883833937043476,-14.608424975085141,-4.884290873115493,-6.91181733894648,-0.28134282790963183,-0.6590692616159135,70.83333333333334
ERC_Returns,28.7472939098566,18.62333089246973,0.34887937803972663,0.36263197908259065,-18.189925917695405,-4.684212121276196,-8.728359685637574,-0.6926796469836938,0.9057090328700528,70.83333333333334
